Abb,NAME,COMPOSITION,COMPARTMENT,REPLACEMENT ID,CHARGE
Tryptophanyl-Threonyl-Isoleucine[c],Tryptophanyl-Threonyl-Isoleucine,,c,trpthrile_c,0
Tryptophanyl-Threonyl-Tyrosine[c],Tryptophanyl-Threonyl-Tyrosine,,c,trpthrtyr_c,0
Tryptophanyl-Tyrosyl-Glutamine[c],Tryptophanyl-Tyrosyl-Glutamine,,c,trptyrgln_c,0
Tryptophanyl-Tyrosyl-Tyrosine[c],Tryptophanyl-Tyrosyl-Tyrosine,,c,trptyrtyr_c,0
Tryptophanyl-Valyl-Aspartate[c],Tryptophanyl-Valyl-Aspartate,C20H25N4O6,c,trpvalasp_c,-1
Tyrosyl-Alanine[c],Tyrosyl-Alanine,,c,tyrala_c,0
Tyrosyl-Alaninyl-Phenylalanine[c],Tyrosyl-Alaninyl-Phenylalanine,,c,tyralaphe_c,0
Tyrosyl-Arginyl-Glutamate[c],Tyrosyl-Arginyl-Glutamate,,c,tyrargglu_c,0
Tyrosyl-Arginyl-Serine[c],Tyrosyl-Arginyl-Serine,C18H29N6O6,c,tyrargser_c,1
Tyrosyl-Aspartyl-Arginine[c],Tyrosyl-Aspartyl-Arginine,,c,tyrasparg_c,0
Tyrosyl-Cysteinyl-Glycine[c],Tyrosyl-Cysteinyl-Glycine,,c,tyrcysgly_c,0
Tyrosyl-Cysteinyl-Threonine[c],Tyrosyl-Cysteinyl-Threonine,,c,tyrcysthr_c,0
Tyrosyl-Glutamate[c],Tyrosyl-Glutamate,C14H17N2O6,c,tyrglu_c,-1
Tyrosyl-Leucyl-Arginine[c],Tyrosyl-Leucyl-Arginine,C21H35N6O5,c,tyrleuarg_c,1
Tyrosyl-Phenylalanyl-Tyrosine[c],Tyrosyl-Phenylalanyl-Tyrosine,,c,tyrphetyr_c,0
Tyrosyl-Threonine[c],Tyrosyl-Threonine,,c,tyrthr_c,0
Tyrosyl-Tryptophanyl-Phenylalanine[c],Tyrosyl-Tryptophanyl-Phenylalanine,,c,tyrtrpphe_c,0
Tyrosyl-Tyrosine[c],Tyrosyl-Tyrosine,,c,tyrtyr_c,0
Tyrosyl-Valyl-Methionine[c],Tyrosyl-Valyl-Methionine,,c,tyrvalmet_c,0
Valyl-Arginyl-Glycine[c],Valyl-Arginyl-Glycine,C13H27N6O4,c,valarggly_c,1
Valyl-Histidyl-Asparagine[c],Valyl-Histidyl-Asparagine,,c,valhisasn_c,0
Valyl-Leucyl-Phenylalanine[c],Valyl-Leucyl-Phenylalanine,,c,valleuphe_c,0
Valyl-Lysyl-Tyrosine[c],Valyl-Lysyl-Tyrosine,C20H33N4O5,c,vallystyr_c,1
Valyl-Phenylalanyl-Arginine[c],Valyl-Phenylalanyl-Arginine,C20H33N6O4,c,valphearg_c,1
Valyl-Prolyl-Tryptophan[c],Valyl-Prolyl-Tryptophan,,c,valprotrp_c,0
Valyl-Seryl-Arginine[c],Valyl-Seryl-Arginine,C14H29N6O5,c,valserarg_c,1
Valyl-Tryptophanyl-Phenylalanine[c],Valyl-Tryptophanyl-Phenylalanine,,c,valtrpphe_c,0
Valyl-Tryptophanyl-Valine[c],Valyl-Tryptophanyl-Valine,,c,valtrpval_c,0
Valyl-Valine[c],Valyl-Valine,,c,valval_c,0
Tryptophanyl-Glycyl-Aspartate[c],Tryptophanyl-Glycyl-Aspartate,C17H19N4O6,c,trpglyasp_c,-1
Glycylleucine[c],Glycylleucine,,c,glyleu_c,0
1-Gamma-Linolenoyl-Cholesterol; Cholesterol-Ester (18:3; Delta 6; 9; 12)[c],"1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",,c,xolest183_hs_c,0
1-Linoleoyl-Cholesterol; Cholesterol-Ester (18:2; Delta 9; 12)[c],"1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)",,c,xolest182_hs_c,0
1-Vaccenoyl-Cholesterol; Cholesterol-Ester (18:1; Delta 11)[c],"1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)",,c,xolest181_hs_c,0
1-Timnodnoyl-Cholesterol; Cholesterol-Ester (20:5; Delta 5;8;11;14;17)[c],"1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)",,c,xolest205_hs_c,0
Cholesteryl Arachidonate; Cholesterol-Ester (20:4; Delta 5;8;11;14)[c],"Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)",,c,xolest204_hs_c,0
Cholesteryl Docosahexanoate; Cholesterol-Ester (22:6; Delta 4;7;10;13;16;19)[c],"Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)",,c,xolest226_hs_c,0
SM pool[s],SM pool,C23H48N2O5PRCO,s,m02908s,0
Hexanoate (N-C6:0)[s],Hexanoate (N-C6:0),C6H11O2,s,hxa_s,-1
glcnac-alpha-1;4-core 1[c],"glcnac-alpha-1,4-core 1",C22H37N2O15X,c,m01954c,0
glcnac-alpha-1;4-core 1[s],"glcnac-alpha-1,4-core 1",C22H37N2O15X,s,m01954s,0
L-Homocystine[c],L-Homocystine,,c,Lhcystin_c,0
L-Homocystine[s],L-Homocystine,,s,Lhcystin_s,0
N-acetylneuraminate[s],N-acetylneuraminate,C11H18NO9,s,m02543s,-1
Band Membrane Protein (Universal; Erythrocyte --> 2.1;3;4.1)[c],"Band Membrane Protein (Universal, Erythrocyte --> 2.1,3,4.1)",BaH,c,band_c,0
Band Membrane Protein (Methylated; Universal; Erythrocyte -> 2.1;3;4.1)[c],"Band Membrane Protein (Methylated, Universal, Erythrocyte -> 2.1,3,4.1)",BaCH3,c,bandmt_c,0
1;2-Dihydroxy-5-(Methylthio)Pent-1-En-3-One[c],"1,2-Dihydroxy-5-(Methylthio)Pent-1-En-3-One",C6H9O3S,c,dhmtp_c,-1
N-acetylgalactosamine[s],N-acetylgalactosamine,,s,m02525s,0
core 4[s],core 4,C24H40N3O15X,s,m01609s,0
D-Galactosamine[s],D-Galactosamine,,s,galam_s,0
D-Galactosamine[c],D-Galactosamine,,c,galam_c,0
Menaquinone-10[c],Menaquinone-10,,c,mqn10_c,0
Menaquinone-10[s],Menaquinone-10,,s,mqn10_s,0
Menaquinone-11[c],Menaquinone-11,,c,mqn11_c,0
Menaquinone-11[s],Menaquinone-11,,s,mqn11_s,0
Menaquinone-7[c],Menaquinone-7,,c,mqn7_c,0
Menaquinone-7[s],Menaquinone-7,,s,mqn7_s,0
Menaquinone-9[c],Menaquinone-9,,c,mqn9_c,0
Menaquinone-9[s],Menaquinone-9,,s,mqn9_s,0
de-Fuc form of PA6 (wo peptide linkage)[s],de-Fuc form of PA6 (wo peptide linkage),C84H136N6O62,s,m01651s,-2
F1alpha[s],F1alpha,C22H37N2O15X,s,m01801s,0
lipoamide[s],lipoamide,,s,m02393s,0
lipoamide[c],lipoamide,,c,m02393c,0
O-methylhippurate[s],O-methylhippurate,C10H10NO3,s,m02654s,-1
Menaquinone-8[c],Menaquinone-8,,c,mqn8_c,0
glycogenin G4G4[s],glycogenin G4G4,C1827H2805N455O568S14,s,m01991s,0
3alpha;7alpha-dihydroxy-5beta-cholestanate[s],"3alpha,7alpha-dihydroxy-5beta-cholestanate",C27H45O4,s,m00758s,-1
3alpha;7alpha;12alpha-trihydroxy-5beta-cholestanate[s],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate",C27H45O5,s,m00752s,-1
5beta-cholestane-3alpha;7alpha;26-triol[s],"5beta-cholestane-3alpha,7alpha,26-triol",,s,m01093s,0
7alpha-hydroxycholest-4-en-3-one[s],7alpha-hydroxycholest-4-en-3-one,,s,m01182s,0
7alpha;12alpha-dihydroxycholest-4-en-3-one[s],"7alpha,12alpha-dihydroxycholest-4-en-3-one",,s,m01178s,0
7-Ketolithocholate[s],7-Ketolithocholate,C24H37O4,s,7klitchol_s,-1
2-oxobutyrate[s],2-oxobutyrate,C4H5O3,s,m00671s,-1
Glutarate[s],Glutarate,C5H6O4,s,glutar_s,-2
D-gluconic acid[s],D-gluconic acid,C6H11O7,s,m01683s,-1
L-erythro-4-hydroxyglutamate[c],L-erythro-4-hydroxyglutamate,C5H8NO5,c,m02358c,-1
4-hydroxy-2-oxoglutarate[c],4-hydroxy-2-oxoglutarate,C5H4O6,c,m00989c,-2
Glycylleucine[s],Glycylleucine,,s,glyleu_s,0
2-Trans;6-Trans;10-Trans-Geranylgeranyl Diphosphate[c],"2-Trans,6-Trans,10-Trans-Geranylgeranyl Diphosphate",C20H33O7P2,c,ggdp_c,-3
D-glucarate[s],D-glucarate,C6H8O8,s,m01681s,-2
(Z)-But-2-Ene-1;2;3-Tricarboxylate[c],"(Z)-But-2-Ene-1,2,3-Tricarboxylate",C7H5O6,c,2mcacn_c,-3
(2S;3R)-3-Hydroxybutane-1;2;3-Tricarboxylate[c],"(2S,3R)-3-Hydroxybutane-1,2,3-Tricarboxylate",C7H7O7,c,micit_c,-3
4-hydroxybenzoate[s],4-hydroxybenzoate,C7H5O3,s,m00995s,-1
3;4-dihydroxyphenylacetate[s],"3,4-dihydroxyphenylacetate",C8H7O4,s,m00729s,-1
Menaquinone-8[s],Menaquinone-8,,s,mqn8_s,0
Methanethiol[s],Methanethiol,,s,ch4s_s,0
phenylpyruvate[s],phenylpyruvate,C9H7O3,s,m02725s,-1
tyramine[s],tyramine,C8H12NO,s,m03099s,1
2-hydroxyphenylacetate[s],2-hydroxyphenylacetate,C8H7O3,s,m00654s,-1
lanosterol[s],lanosterol,,s,m02336s,0
vanillylmandelate[s],vanillylmandelate,C9H9O5,s,m03136s,-1
glyoxalate[s],glyoxalate,C2H1O3,s,m02007s,-1
2-methylbutyrylglycine[c],2-methylbutyrylglycine,C7H12NO3,c,m00664c,-1
2-methylbutyrylglycine[s],2-methylbutyrylglycine,C7H12NO3,s,m00664s,-1
3-methylcrotonoylglycine[c],3-methylcrotonoylglycine,C7H10NO3,c,m00825c,-1
3-methylcrotonoylglycine[s],3-methylcrotonoylglycine,C7H10NO3,s,m00825s,-1
isovalerylglycine[c],isovalerylglycine,C7H12NO3,c,m02190c,-1
isovalerylglycine[s],isovalerylglycine,C7H12NO3,s,m02190s,-1
N-Acetyl-Tyrosine[m],N-Acetyl-Tyrosine,C11H12NO4,m,actyr_m,-1
N-Acetyl-Tyrosine[c],N-Acetyl-Tyrosine,C11H12NO4,c,actyr_c,-1
N-Acetyl-Tyrosine[s],N-Acetyl-Tyrosine,C11H12NO4,s,actyr_s,-1
Succinyl-Acetoacetate[c],Succinyl-Acetoacetate,C8H8O6,c,sucacetat_c,-2
Succinylacetone[c],Succinylacetone,C7H9O4,c,sucaceto_c,-1
Succinylacetone[s],Succinylacetone,C7H9O4,s,sucaceto_s,-1
Vanilpyruvic Acid[c],Vanilpyruvic Acid,C10H9O5,c,vanilpyr_c,-1
Vanil-Lactate[c],Vanil-Lactate,C10H11O5,c,vanillac_c,-1
3-O-methyldopa[m],3-O-methyldopa,,m,m00830m,0
N-Acetylvanilalanine[m],N-Acetylvanilalanine,C12H14NO5,m,nacvanala_m,-1
N-Acetylvanilalanine[c],N-Acetylvanilalanine,C12H14NO5,c,nacvanala_c,-1
N-Acetylvanilalanine[s],N-Acetylvanilalanine,C12H14NO5,s,nacvanala_s,-1
Vanil-Lactate[s],Vanil-Lactate,C10H11O5,s,vanillac_s,-1
2-Hydroxy-3-Methyl-Valerate[c],2-Hydroxy-3-Methyl-Valerate,C6H11O3,c,2h3mv_c,-1
2-Hydroxy-3-Methyl-Valerate[s],2-Hydroxy-3-Methyl-Valerate,C6H11O3,s,2h3mv_s,-1
2-Hydroxy-Isovalerate[c],2-Hydroxy-Isovalerate,C5H9O3,c,2hiv_c,-1
2-Hydroxy-Isovalerate[s],2-Hydroxy-Isovalerate,C5H9O3,s,2hiv_s,-1
2-Methyl-3-Hydroxy-Butyrate[m],2-Methyl-3-Hydroxy-Butyrate,C5H9O3,m,2m3hbu_m,-1
2-Methyl-3-Hydroxy-Butyrate[c],2-Methyl-3-Hydroxy-Butyrate,C5H9O3,c,2m3hbu_c,-1
2-Methyl-3-Hydroxy-Butyrate[s],2-Methyl-3-Hydroxy-Butyrate,C5H9O3,s,2m3hbu_s,-1
2-Methyl-3-Oxo-Valeryl Coenzyme A[m],2-Methyl-3-Oxo-Valeryl Coenzyme A,C27H40N7O18P3S,m,2m3ovcoa_m,-4
2-Methyl-3-Oxo-Valerate[m],2-Methyl-3-Oxo-Valerate,C6H9O3,m,2m3ovac_m,-1
2-Methyl-3-Oxo-Valerate[c],2-Methyl-3-Oxo-Valerate,C6H9O3,c,2m3ovac_c,-1
2-Methyl-3-Hydroxy-Valerate[c],2-Methyl-3-Hydroxy-Valerate,C6H11O3,c,2m3hvac_c,-1
2-Methyl-3-Hydroxy-Valerate[s],2-Methyl-3-Hydroxy-Valerate,C6H11O3,s,2m3hvac_s,-1
3-Hydroxy-3-Methyl-Glutarate[c],3-Hydroxy-3-Methyl-Glutarate,C6H8O5,c,3h3mglt_c,-2
3-Hydroxy-3-Methyl-Glutarate[s],3-Hydroxy-3-Methyl-Glutarate,C6H8O5,s,3h3mglt_s,-2
3-Methyl-Glutaconate[m],3-Methyl-Glutaconate,C6H6O4,m,3mglutac_m,-2
3-Methyl-Glutaconate[c],3-Methyl-Glutaconate,C6H6O4,c,3mglutac_c,-2
3-Methyl-Glutaconate[s],3-Methyl-Glutaconate,C6H6O4,s,3mglutac_s,-2
3-Methyl-Glutarate[c],3-Methyl-Glutarate,C6H8O4,c,3mglutr_c,-2
3-Methyl-Glutarate[s],3-Methyl-Glutarate,C6H8O4,s,3mglutr_s,-2
Propionyl-Glycine[m],Propionyl-Glycine,C5H8NO3,m,ppiogly_m,-1
Propionyl-Glycine[c],Propionyl-Glycine,C5H8NO3,c,ppiogly_c,-1
Propionyl-Glycine[s],Propionyl-Glycine,C5H8NO3,s,ppiogly_s,-1
Mevalonate-Lactone[c],Mevalonate-Lactone,,c,mvlac_c,0
Mevalonate-Lactone[s],Mevalonate-Lactone,,s,mvlac_s,0
Tiglyl Glycine[m],Tiglyl Glycine,C7H10NO3,m,tiggly_m,-1
Tiglyl Glycine[c],Tiglyl Glycine,C7H10NO3,c,tiggly_c,-1
Tiglyl Glycine[s],Tiglyl Glycine,C7H10NO3,s,tiggly_s,-1
Trans-Delta-2-Glutaryl Coenzyme A[m],Trans-Delta-2-Glutaryl Coenzyme A,C26H35N7O19P3S,m,td2glutrcoa_m,-5
3-Hydroxy-Glutaryl Coenzyme A[m],3-Hydroxy-Glutaryl Coenzyme A,C26H37N7O20P3S,m,3hglutcoa_m,-5
3-Hydroxy-Glutarate[m],3-Hydroxy-Glutarate,C5H6O5,m,3ohglutac_m,-2
3-Hydroxy-Glutarate[c],3-Hydroxy-Glutarate,C5H6O5,c,3ohglutac_c,-2
3-Hydroxy-Glutarate[s],3-Hydroxy-Glutarate,C5H6O5,s,3ohglutac_s,-2
Glutaconyl Coenzyme A[m],Glutaconyl Coenzyme A,C26H35N7O19P3S,m,glutacoa_m,-5
Glutaconate[m],Glutaconate,C5H4O4,m,glutcon_m,-2
Glutaconate[c],Glutaconate,C5H4O4,c,glutcon_c,-2
Glutaconate[s],Glutaconate,C5H4O4,s,glutcon_s,-2
3-Hydroxyisovaleric Acid[m],3-Hydroxyisovaleric Acid,C5H9O3,m,3hivac_m,-1
3-Hydroxyisovaleric Acid[c],3-Hydroxyisovaleric Acid,C5H9O3,c,3hivac_c,-1
3-Hydroxyisovaleric Acid[s],3-Hydroxyisovaleric Acid,C5H9O3,s,3hivac_s,-1
3-Hydroxy-Adipoyl Coenzyme A[p],3-Hydroxy-Adipoyl Coenzyme A,C27H39N7O20P3S,p,3hadicoa_p,-5
3-Hydroxy-Adipate[p],3-Hydroxy-Adipate,C6H8O5,p,3hadpac_p,-2
3-Hydroxy-Adipate[c],3-Hydroxy-Adipate,C6H8O5,c,3hadpac_c,-2
3-Hydroxy-Adipate[s],3-Hydroxy-Adipate,C6H8O5,s,3hadpac_s,-2
3-Hydroxy-Sebacoyl Coenzyme A[p],3-Hydroxy-Sebacoyl Coenzyme A,C31H47N7O20P3S,p,3ohsebcoa_p,-5
3-Hydroxy-Sebacic Acid[p],3-Hydroxy-Sebacic Acid,C10H16O5,p,3ohsebac_p,-2
3-Hydroxy-Sebacic Acid[c],3-Hydroxy-Sebacic Acid,C10H16O5,c,3ohsebac_c,-2
3-Hydroxy-Sebacic Acid[s],3-Hydroxy-Sebacic Acid,C10H16O5,s,3ohsebac_s,-2
3-Hydoxy-Suberyl Coenzyme A[p],3-Hydoxy-Suberyl Coenzyme A,C29H43N7O20P3S,p,3ohsubcoa_p,-5
3-Hydoxy-Suberic Acid[p],3-Hydoxy-Suberic Acid,C8H12O5,p,3ohsubac_p,-2
3-Hydoxy-Suberic Acid[c],3-Hydoxy-Suberic Acid,C8H12O5,c,3ohsubac_c,-2
3-Hydoxy-Suberic Acid[s],3-Hydoxy-Suberic Acid,C8H12O5,s,3ohsubac_s,-2
5-Hydroxyhexanoic Acid[c],5-Hydroxyhexanoic Acid,C6H11O3,c,5ohhexa_c,-1
5-Hydroxyhexanoic Acid[s],5-Hydroxyhexanoic Acid,C6H11O3,s,5ohhexa_s,-1
7-Hydroxy-Octanoate[c],7-Hydroxy-Octanoate,C8H15O3,c,7ohocata_c,-1
7-Hydroxy-Octanoate[s],7-Hydroxy-Octanoate,C8H15O3,s,7ohocata_s,-1
Ethylmalonyl Coenzyme A[c],Ethylmalonyl Coenzyme A,C26H37N7O19P3S,c,ethmalcoa_c,-5
Ethylmalonic Acid[c],Ethylmalonic Acid,C5H6O4,c,ethmalac_c,-2
Ethylmalonic Acid[s],Ethylmalonic Acid,C5H6O4,s,ethmalac_s,-2
Hexanoyl-Glycine[c],Hexanoyl-Glycine,C8H14NO3,c,hexgly_c,-1
Hexanoyl-Glycine[s],Hexanoyl-Glycine,C8H14NO3,s,hexgly_s,-1
Methyl-Succinyl Coenzyme A[c],Methyl-Succinyl Coenzyme A,C26H37N7O19P3S,c,methsuccoa_c,-5
Methyl-Succinate[c],Methyl-Succinate,C5H6O4,c,methsucc_c,-2
Methyl-Succinate[s],Methyl-Succinate,C5H6O4,s,methsucc_s,-2
Suberyl-Glycine[c],Suberyl-Glycine,C10H15NO5,c,subgly_c,-2
Suberyl-Glycine[s],Suberyl-Glycine,C10H15NO5,s,subgly_s,-2
4-Hydroxy-Butyrate[m],4-Hydroxy-Butyrate,C4H7O3,m,4ohbut_m,-1
4-Hydroxy-Butyrate[c],4-Hydroxy-Butyrate,C4H7O3,c,4ohbut_c,-1
4-Hydroxy-Butyrate[s],4-Hydroxy-Butyrate,C4H7O3,s,4ohbut_s,-1
1-Stearoylglycerophosphoinositol[c],1-Stearoylglycerophosphoinositol,C27H52O12P,c,pailste_hs_c,-1
1-Stearoylglycerophosphoethanolamine[c],1-Stearoylglycerophosphoethanolamine,,c,peste_hs_c,0
2-Hydroxy-Isocaproate[s],2-Hydroxy-Isocaproate,C6H11O3,s,2hxic_L_s,-1
2-Hydroxy-Isocaproate[c],2-Hydroxy-Isocaproate,C6H11O3,c,2hxic_L_c,-1
2-Hydroxy-Glutarate[c],2-Hydroxy-Glutarate,C5H6O5,c,2hydog_c,-2
2-Hydroxy-Glutarate[s],2-Hydroxy-Glutarate,C5H6O5,s,2hydog_s,-2
Glutarate[c],Glutarate,C5H6O4,c,glutar_c,-2
7Z;10Z-Hexadecadienoic Acid[m],"7Z,10Z-Hexadecadienoic Acid",C16H27O2,m,thexdd_m,-1
7Z;10Z-Hexadecadienoic Acid[c],"7Z,10Z-Hexadecadienoic Acid",C16H27O2,c,thexdd_c,-1
7Z;10Z-Hexadecadienoic Acid[s],"7Z,10Z-Hexadecadienoic Acid",C16H27O2,s,thexdd_s,-1
(Z;Z;Z)-7;10;13-Hexadecatrienoic Acid[m],"(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid",C16H25O2,m,hexdtr_m,-1
(Z;Z;Z)-7;10;13-Hexadecatrienoic Acid[c],"(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid",C16H25O2,c,hexdtr_c,-1
(Z;Z;Z)-7;10;13-Hexadecatrienoic Acid[s],"(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid",C16H25O2,s,hexdtr_s,-1
Trans-Delta-2-Heptadecanoyl Coenzyme A[m],Trans-Delta-2-Heptadecanoyl Coenzyme A,C38H62N7O17P3S,m,hpdececoa_m,-4
Trans-Delta-2-Heptadecanoic Acid[m],Trans-Delta-2-Heptadecanoic Acid,C17H31O2,m,hpdece_m,-1
Trans-Delta-2-Heptadecanoic Acid[c],Trans-Delta-2-Heptadecanoic Acid,C17H31O2,c,hpdece_c,-1
Trans-Delta-2-Heptadecanoic Acid[s],Trans-Delta-2-Heptadecanoic Acid,C17H31O2,s,hpdece_s,-1
Trans;Cis;Cis-2;11;14-Eicosatrienoic Acid[c],"Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid",C20H33O2,c,eic21114tr_c,-1
Trans;Cis;Cis-2;11;14-Eicosatrienoic Acid[s],"Trans,Cis,Cis-2,11,14-Eicosatrienoic Acid",C20H33O2,s,eic21114tr_s,-1
5;8;11;14;17-Eicosapentenoic Acid[m],"5,8,11,14,17-Eicosapentenoic Acid",C20H29O2,m,5eipenc_m,-1
5;8;11;14;17-Eicosapentenoic Acid[c],"5,8,11,14,17-Eicosapentenoic Acid",C20H29O2,c,5eipenc_c,-1
5;8;11;14;17-Eicosapentenoic Acid[s],"5,8,11,14,17-Eicosapentenoic Acid",C20H29O2,s,5eipenc_s,-1
4-coumarate[s],4-coumarate,C9H7O3,s,m00981s,-1
4-androstene-3;17-dione[s],"4-androstene-3,17-dione",,s,m00971s,0
16alpha-hydroxydehydroepiandrosterone[c],16alpha-hydroxydehydroepiandrosterone,,c,m00399c,0
16alpha-hydroxydehydroepiandrosterone[s],16alpha-hydroxydehydroepiandrosterone,,s,m00399s,0
5alpha-androstane-3;17-dione[s],"5alpha-androstane-3,17-dione",,s,m01064s,0
5alpha-androstane-3alpha;17beta-diol[s],"5alpha-androstane-3alpha,17beta-diol",,s,m01065s,0
2-hydroxyestradiol-17beta[s],2-hydroxyestradiol-17beta,,s,m00649s,0
2-methoxyestrone[s],2-methoxyestrone,,s,m00660s,0
2-methoxyestradiol-17beta[s],2-methoxyestradiol-17beta,,s,m00659s,0
21-hydroxyallopregnanolone[s],21-hydroxyallopregnanolone,,s,m00604s,0
11-deoxycortisol[s],11-deoxycortisol,,s,m00295s,0
11-deoxycorticosterone[s],11-deoxycorticosterone,,s,m00294s,0
pregnenolone[s],pregnenolone,,s,m02763s,0
allopregnanolone[s],allopregnanolone,,s,m01314s,0
17alpha-hydroxyprogesterone[s],17alpha-hydroxyprogesterone,,s,m00409s,0
17alpha-hydroxypregnenolone[s],17alpha-hydroxypregnenolone,,s,m00408s,0
5alpha-pregnane-3;20-dione[s],"5alpha-pregnane-3,20-dione",,s,m01072s,0
pregnenolone sulfate[s],pregnenolone sulfate,C21H31O5S,s,m02762s,-1
17alpha-hydroxypregnenolone sulfate[s],17alpha-hydroxypregnenolone sulfate,C21H31O6S,s,m00407s,-1
methylamine[s],methylamine,C1H6N,s,m02473s,1
N-methylhistamine[s],N-methylhistamine,C6H12N3,s,m02601s,1
4-hydroxy-2-nonenal[s],4-hydroxy-2-nonenal,,s,m00988s,0
N8-acetylspermidine[s],N8-acetylspermidine,C9H23N3O,s,m02518s,2
N-methylsalsolinol[s],N-methylsalsolinol,C11H16NO2,s,m02603s,1
salsolinol[s],salsolinol,C10H14NO2,s,m02875s,1
protoporphyrin[s],protoporphyrin,C34H32N4O4,s,m02803s,-2
5;10-methylene-THF[s],"5,10-methylene-THF",C20H21N7O6,s,m01045s,-2
tryptamine[s],tryptamine,C10H13N2,s,m03088s,1
selenomethionine[s],selenomethionine,,s,m02891s,0
(18R)-HEPE[s],(18R)-HEPE,C20H29O3,s,m00028s,-1
5(S)-HEPE[s],5(S)-HEPE,C20H29O3,s,m01039s,-1
5;15-DiHETE[s],"5,15-DiHETE",C20H31O4,s,m01050s,-1
15-deoxy-prostaglandin J2[s],15-deoxy-prostaglandin J2,C20H27O3,s,m00385s,-1
11-dehydro-thromboxane B2[s],11-dehydro-thromboxane B2,C20H31O6,s,m00293s,-1
quinonoid dihydrobiopterin[s],quinonoid dihydrobiopterin,,s,m02823s,0
1;3-diaminopropane[s],"1,3-diaminopropane",C3H12N2,s,m00248s,2
hexadecenoylcarnitine(9)[s],hexadecenoylcarnitine(9),,s,m02117s,0
N1-acetylspermidine[s],N1-acetylspermidine,C9H23N3O,s,m02503s,2
5-hydroxytryptophol[s],5-hydroxytryptophol,,s,m01110s,0
3;4-dihydroxymandelate[s],"3,4-dihydroxymandelate",C8H7O5,s,m00727s,-1
5-methoxytryptophol[s],5-methoxytryptophol,,s,m01113s,0
calcitriol[s],calcitriol,,s,m01417s,0
isobutyrylglycine[c],isobutyrylglycine,C6H10NO3,c,m02181c,-1
isobutyrylglycine[s],isobutyrylglycine,C6H10NO3,s,m02181s,-1
N-acetyl-L-cysteine[c],N-acetyl-L-cysteine,C5H8NO3S,c,m02534c,-1
N-acetyl-L-cysteine[s],N-acetyl-L-cysteine,C5H8NO3S,s,m02534s,-1
succinate semialdehyde[c],succinate semialdehyde,C4H5O3,c,m02942c,-1
succinate semialdehyde[s],succinate semialdehyde,C4H5O3,s,m02942s,-1
15(R)-HEPE[s],15(R)-HEPE,C20H29O3,s,m00373s,-1
ecgonine-methyl ester[s],ecgonine-methyl ester,,s,m01767s,0
12-hydroxy-arachidonate[c],12-hydroxy-arachidonate,C20H31O3,c,m00324c,-1
12-hydroxy-arachidonate[s],12-hydroxy-arachidonate,C20H31O3,s,m00324s,-1
18-hydroxy-arachidonate[c],18-hydroxy-arachidonate,C20H31O3,c,m00428c,-1
18-hydroxy-arachidonate[s],18-hydroxy-arachidonate,C20H31O3,s,m00428s,-1
squalene[s],squalene,,s,m02933s,0
5-guanidino-2-oxopentanoate[c],5-guanidino-2-oxopentanoate,,c,m01101c,0
5-guanidino-2-oxopentanoate[s],5-guanidino-2-oxopentanoate,,s,m01101s,0
dehydroepiandrosterone[s],dehydroepiandrosterone,,s,m01660s,0
estrone[s],estrone,,s,m01790s,0
2-hydroxyestrone[s],2-hydroxyestrone,,s,m00650s,0
cholesterol-ester-palm[c],cholesterol-ester-palm,,c,m01504c,0
cholesterol-ester-palm[s],cholesterol-ester-palm,,s,m01504s,0
24-hydroxycholesterol[s],24-hydroxycholesterol,,s,m00610s,0
26-hydroxycholesterol[s],26-hydroxycholesterol,,s,m00623s,0
25-hydroxycholesterol[c],25-hydroxycholesterol,,c,m00619c,0
25-hydroxycholesterol[s],25-hydroxycholesterol,,s,m00619s,0
desmosterol[s],desmosterol,,s,m01675s,0
cholesterol-sulfate[s],cholesterol-sulfate,C27H45O4S,s,m01512s,-1
3-iodo-L-tyrosine[s],3-iodo-L-tyrosine,,s,m00807s,0
3;5-diiodo-L-tyrosine[s],"3,5-diiodo-L-tyrosine",,s,m00739s,0
13-cis-retinoate[s],13-cis-retinoate,C20H27O2,s,m00350s,-1
9-cis-retinoate[s],9-cis-retinoate,C20H27O2,s,m01231s,-1
Very Low Density Lipoprotein[c],Very Low Density Lipoprotein,X,c,vldl_hs_c,0
Very Low Density Lipoprotein[s],Very Low Density Lipoprotein,X,s,vldl_hs_s,0
apoB100[s],apoB100,C23182H36564N6112O6944S104,s,m01351s,0
apoC1[s],apoC1,C421H695N109O124S2,s,m01353s,0
apoC2[s],apoC2,C509H801N123O159S3,s,m01354s,0
